Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
"PI040307AA4E029079. FuturePractice:,Id:771,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:11-25%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:51-75%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:11-25%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Urban central,LandUseSpot:Garden area,Latitude:52.9894524,Longitude:-1.16711366,ParcelSize:501  1000 sqm,Photos:,SensorId:Bagthorpe,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-06T10:07:07.191262+00:",52.989,-1.168,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vzmvqhss,2019-06-06T10:05:52.000Z,2019-10-25T09:58:09.000Z
PI040298AD5I209348,51.849,-2.941,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y812cpxh,2019-05-14T15:28:17.000Z,2019-07-22T14:10:03.000Z
PI040307AA4E028478,51.968,1.011,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1pgeqtr0,2019-06-16T12:13:04.000Z,2019-10-14T10:41:49.000Z
PI040298AD5I205942,56.593,-2.964,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xwkz2zk6,2019-04-05T16:34:48.000Z,2019-06-21T11:19:48.000Z
PI040298AD5I206558,56.592,-2.965,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cxjfz146,2019-04-05T16:38:55.000Z,2019-06-21T11:23:55.000Z
PI040298AD5I212156,56.594,-2.968,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_93rm7jwb,2019-04-05T16:22:15.000Z,2019-06-21T11:07:15.000Z
PI040298AD5I212245,56.594,-2.969,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sfyb8yd5,2019-04-05T16:17:27.000Z,2019-06-21T11:02:27.000Z
PI040298AD5I213810,56.594,-2.971,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9wz9pvft,2019-04-05T16:12:27.000Z,2019-06-21T10:57:27.000Z
PI040298AD5I213985,56.594,-2.974,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_e21hpsk6,2019-04-05T16:02:44.000Z,2019-06-21T10:47:44.000Z
PI040298AD5I210716,56.593,-2.976,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2956vdjj,2019-04-05T15:52:36.000Z,2019-06-21T10:37:36.000Z
PI040307AA4E028607,50.744,-3.489,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qkya6naz,2019-06-01T16:00:45.000Z,2019-06-24T12:45:45.000Z
PI040298AA4A042120,52.277,-3.923,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r0mzcdpe,2019-06-18T16:30:15.000Z,2019-09-21T16:56:50.000Z
PI040298AA4E057234,52.277,-3.922,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h4rkyw4n,2019-06-18T16:42:57.000Z,2019-09-21T17:02:49.000Z
PI040297AD5I207326,56.011,-3.733,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6dm56qzq,2019-05-27T10:12:15.000Z,2019-09-09T13:19:41.000Z
"PI040298AD5I213975. FuturePractice:,Id:777,LandCoverOverlay:,LandCoverTypes:,LandManagement:,LandUseArea:,LandUseSpot:,Latitude:,Longitude:,ParcelSize:,Photos:,SensorId:STC_AW_68_Britay_ lady_rosetta_(Feld2),SensorMissionManagement:,SensorOnMulchedGround:,SensorOvergrown:,SensorShadedByTrees:,SlopeAspect:,SlopePosition:,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-10T14:32:10.161043+00:",56.537,-2.912,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4t9gst1y,2019-06-10T14:43:12.000Z,2019-10-30T11:21:45.000Z
"PI040298AD5I211363. FuturePractice:,Id:776,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:51-75%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5376778,Longitude:-2.912245,ParcelSize:5  10 ha,Photos:,SensorId:STC_AW_67_Britay_ lady_rosetta_(Feld2),SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:N,SlopePosition:Toeslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-10T14:25:51.106344+00:",56.538,-2.912,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2qey62d7,2019-06-26T00:20:21.000Z,2019-06-27T12:20:21.000Z
PI040298AD5I210753,56.537,-2.911,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ddkq7jbt,2019-06-10T14:26:55.000Z,2019-10-30T11:22:06.000Z
PI040307AA4E028273,50.745,-3.49,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ngcx1pmt,2019-06-24T12:20:39.000Z,2019-08-02T08:19:09.000Z
PI040298AA4A041395,52.276,-3.923,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mga26jdk,2019-06-18T17:01:29.000Z,2019-09-22T16:43:01.000Z
PI040298AD5I211324,56.539,-2.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7crzxfaw,2019-06-10T14:08:36.000Z,2019-07-02T13:23:36.000Z
PI040298AD5I205691,52.485,-7.048,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z2ec6n8x,2019-05-24T13:54:00.000Z,2019-10-23T11:05:32.000Z
PI040307AA4E027855,53.269,-2.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d334cspd,2019-06-13T11:05:41.000Z,2019-08-22T12:16:43.000Z
PI040307AA4E028907,53.269,-2.59,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bvmjp41m,2019-06-13T10:51:24.000Z,2019-08-22T12:17:35.000Z
PI040298AD5I212456,51.768,-3.751,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aq6kcgn8,2019-07-15T10:09:55.000Z,2019-07-15T10:24:55.000Z
PI040298AD5J215048,52.821,-1.45,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0k6h5gz9,2019-06-19T12:15:23.000Z,2019-10-13T13:24:44.000Z
PI040298AD5I213191,52.276,-3.924,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1yexqsfd,2019-06-18T16:48:06.000Z,2019-09-21T17:13:51.000Z
PI040298AA4E057470,52.277,-3.924,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zp88ab6a,2019-06-18T16:54:35.000Z,2019-09-21T17:06:31.000Z
PI040298AD5J214347,52.858,-1.443,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9fj7w7w4,2019-07-09T11:46:34.000Z,2019-10-19T11:25:35.000Z
PI040298AD5G202969,52.827,-1.435,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0rgxthwn,2019-07-09T11:29:21.000Z,2019-09-13T14:56:13.000Z
PI040298AD5I213795,52.269,-7.121,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mq4n3sn2,2019-07-26T14:58:27.000Z,2019-09-09T17:27:17.000Z
PI040307AA4D026942,53.56,-2.301,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6szpztwp,2019-07-30T19:55:00.000Z,2019-08-06T21:09:42.000Z
"PI040307AA4E027256. FuturePractice:,Id:1091,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives),Other broad leaved and coniferous trees],Cover:26-50%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines),Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Urban suburb,LandUseSpot:Park,Latitude:53.5615463,Longitude:-2.29989076,ParcelSize:1  5 ha,Photos:,SensorId:M45 River Paddock,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-18T09:47:50.441764+00:",53.562,-2.3,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_swe8ef7v,2019-07-30T19:59:19.000Z,2019-09-07T08:43:02.000Z
PI040307AA4C022362,50.842,-1.043,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2f5c9bb6,2019-07-27T14:02:47.000Z,2019-09-27T16:16:06.000Z
"PI040307AA4E027095. FuturePractice:,Id:1087,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Urban suburb,LandUseSpot:Park,Latitude:53.55813,Longitude:-2.301384,ParcelSize:0.01  0.5 ha,Photos:,SensorId:M45 Field of Hope,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-18T09:17:51.241712+00:",53.558,-2.301,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5nshf9sx,2019-08-15T14:24:57.000Z,2019-10-19T14:06:07.000Z
PI040298AD5I208268,56.519,-3.234,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h38esycn,2019-03-09T14:56:46.000Z,2019-08-25T07:20:12.000Z
PI040298AD5I213475,56.52,-3.229,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a2w00m70,2019-03-09T12:24:20.000Z,2019-08-24T11:01:48.000Z
PI040298AD5I206917,56.521,-3.231,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_743vkrqc,2019-03-09T12:35:24.000Z,2019-08-24T13:18:02.000Z
PI040298AD5I207241,56.519,-3.235,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y2c8e881,2019-03-30T18:20:21.000Z,2019-06-15T12:50:21.000Z
PI040298AD5I213478,56.52,-3.233,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_chj5na0s,2019-03-09T14:27:23.000Z,2019-03-30T18:12:23.000Z
PI040298AD5I211803,56.521,-3.233,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jjj3twcr,2019-03-09T13:00:17.000Z,2019-08-24T11:51:35.000Z
PI040298AD5I210852,56.52,-3.234,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c8r7f2xn,2019-03-09T13:03:31.000Z,2019-08-24T11:54:59.000Z
PI040298AD5I210855,56.521,-3.232,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_exg0vbks,2019-03-09T14:36:58.000Z,2019-03-30T18:06:58.000Z
PI040298AD5I206236,56.519,-3.236,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nrh5sfpn,2019-03-09T13:30:22.000Z,2019-06-15T12:54:34.000Z
PI040298AD5I212345,56.521,-3.23,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7krmdejk,2019-03-09T12:31:59.000Z,2019-06-15T11:57:40.000Z
PI040298AD5I210975,56.52,-3.228,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h25yjzz1,2019-03-09T12:13:16.000Z,2019-08-24T10:49:30.000Z
PI040307AA4E028853,50.744,-3.491,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cayxgchx,2019-08-21T14:13:29.000Z,2019-09-08T11:13:06.000Z
PI040298AD5I208354,56.539,-3.253,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5ws022zb,2019-09-12T18:02:26.000Z,2019-09-12T19:02:26.000Z
"PI040298AA3J017456. FuturePractice:,Id:509,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:04,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:11:48.66257+00:",52.234,-4.072,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5ax7bjz8,2019-09-21T16:19:34.000Z,2019-10-23T09:48:16.000Z
"PI040298AA3J007511. FuturePractice:,Id:1186,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.22222,Longitude:-3.98141217,ParcelSize:0.01  0.5 ha,Photos:,SensorId:01,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-10-17T12:51:19.431995+00:",52.235,-4.072,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g7a079p9,2019-09-21T16:07:50.000Z,2019-10-23T15:06:17.000Z
PI040298AA3J009286,52.235,-4.073,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6mwtxafn,2019-09-20T17:09:40.000Z,2019-09-23T16:24:36.000Z
PI040298AA3I000668,52.081,-4.68,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kv9cmkm1,2019-09-12T09:30:52.000Z,2019-10-21T13:44:27.000Z
"PI040298AA3J009537. FuturePractice:,Id:515,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:10,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:34:12.755744+00:",52.234,-4.075,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9hwzp1ah,2019-09-23T16:57:32.000Z,2019-10-23T10:10:44.000Z
"PI040298AA3I006517. FuturePractice:,Id:1187,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.1507454,Longitude:-4.092808,ParcelSize:0.01  0.5 ha,Photos:,SensorId:09,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-10-17T12:56:48.124622+00:",52.234,-4.074,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fn5n4tfd,2019-09-23T16:54:58.000Z,2019-10-07T17:54:23.000Z
PI040307AA4C023174,53.927,-1.89,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_raahwgdw,2019-10-03T13:41:14.000Z,2019-10-31T11:25:35.000Z
PI040307AA4C021792,53.856,-1.823,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_j11q0v1r,2019-10-03T10:38:27.000Z,2019-10-31T09:22:13.000Z
PI040307AA4E028518,50.729,-3.516,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4926psm0,2019-10-07T14:08:08.000Z,2019-10-29T20:06:49.000Z
PI040307AA4C020109,53.773,-1.914,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rmd36tz3,2019-10-07T14:59:45.000Z,2019-10-17T15:59:17.000Z
PI040307AA4C021255,53.773,-1.916,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6y1kfwwv,2019-10-07T14:57:37.000Z,2019-10-17T16:12:09.000Z
PI040307AA4C024701,53.784,-1.778,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vtdsxs3z,2019-08-26T19:48:36.000Z,2019-10-16T12:18:05.000Z
PI040307AA4C020298,53.858,-1.816,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6bb1q00s,2019-10-06T19:06:54.000Z,2019-10-30T09:35:56.000Z
"PI040307AA4C021673. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",53.852,-1.832,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_03ajjw5b,2019-10-09T17:54:27.000Z,2019-10-29T18:08:52.000Z
PI040307AA4C023183,53.773,-1.915,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2we3es71,2019-10-07T14:50:43.000Z,2019-10-17T16:05:41.000Z
PI040307AA4C021210,53.775,-1.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7m3kgnvs,2019-10-07T14:32:47.000Z,2019-10-17T16:17:45.000Z
PI040307AA4C024174,53.784,-1.776,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bwre26vc,2019-10-04T10:01:01.000Z,2019-10-16T12:46:01.000Z
PI040307AA4C024645,53.852,-1.821,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gjs0j7q5,2019-10-09T14:40:24.000Z,2019-10-31T09:39:58.000Z
PI040307AA4C024744,53.772,-1.913,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mn5mgy9e,2019-10-07T16:15:46.000Z,2019-10-17T16:15:45.000Z
PI040307AA4C020974,53.889,-1.737,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nghwma03,2019-10-07T15:50:16.000Z,2019-10-17T09:05:16.000Z
PI040307AA4C022703,53.781,-1.727,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jhmdgmn3,2019-10-16T13:53:30.000Z,2019-10-23T14:38:19.000Z
PI040307AA4C020096,53.773,-1.913,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_epet8n6y,2019-10-17T12:00:22.000Z,2019-10-17T15:00:22.000Z
PI040307AA4C020018,53.774,-1.916,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kw2a4tsc,2019-10-17T10:06:00.000Z,2019-10-27T09:20:32.000Z
PI040298AD5I207684,52.812,-1.481,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2bzbdkvs,2019-09-13T16:41:29.000Z,2019-10-19T11:26:29.000Z
PI040307AA4C021796,53.779,-1.916,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pjwfgyhz,2019-10-11T17:42:17.000Z,2019-10-18T16:12:17.000Z
PI040297AA4E040950,53.775,-1.898,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_89b9yvx8,2019-10-11T17:32:48.000Z,2019-10-18T16:32:48.000Z
PI040297AA4E041148,53.779,-1.917,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_evw3bqp8,2019-10-11T17:36:12.000Z,2019-10-18T16:36:12.000Z
PI040297AA4E041382,53.78,-1.915,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sfj2q493,2019-10-11T15:54:11.000Z,2019-10-18T15:09:11.000Z
PI040307AA4C021972,53.779,-1.914,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8cgc081e,2019-10-11T15:41:47.000Z,2019-10-18T14:56:47.000Z
PI040307AA4C024172,53.822,-1.809,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2x14h5w5,2019-10-15T14:06:03.000Z,2019-10-30T14:35:50.000Z
PI040297AA4E041086,53.775,-1.902,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7mhdqcxy,2019-10-21T09:29:46.000Z,2019-10-21T14:14:46.000Z
PI040307AA4C023859,53.823,-1.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z2h3b5gy,2019-10-18T09:51:27.000Z,2019-10-30T12:36:18.000Z
PI040307AA4C021127,53.84,-1.832,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_735y05rh,2019-10-12T17:38:07.000Z,2019-10-30T12:38:00.000Z
PI040297AA4E040685,53.777,-1.904,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ht63k31f,2019-10-21T16:38:01.000Z,2019-10-23T15:08:01.000Z
PI040307AA4C020326,53.776,-1.903,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_eaf1k1kb,2019-10-21T16:46:06.000Z,2019-10-23T15:16:06.000Z
PI040297AA4E041642,53.772,-1.911,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zcvyp66p,2019-10-21T15:13:08.000Z,2019-10-27T15:28:08.000Z
